"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"16210","富山県","","","南砺市","なんとし","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16211","富山県","","","射水市","いみずし","2005-11-01","射水郡(16380)の廃止
新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設"
"16301","富山県","上新川郡","かみにいかわぐん","大沢野町","おおさわのまち","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16302","富山県","上新川郡","かみにいかわぐん","大山町","おおやままち","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16341","富山県","下新川郡","しもにいかわぐん","宇奈月町","うなづきまち","2006-03-31","黒部市(16207)、宇奈月町(16341)が合併し、黒部市を新設"
"16361","富山県","婦負郡","ねいぐん","八尾町","やつおまち","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16362","富山県","婦負郡","ねいぐん","婦中町","ふちゅうまち","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16363","富山県","婦負郡","ねいぐん","山田村","やまだむら","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16364","富山県","婦負郡","ねいぐん","細入村","ほそいりむら","2005-04-01","上新川郡(16300)の廃止
婦負郡(16360)の廃止
富山市(16201)、大沢野町(16301)、大山町(16302)、八尾町(16361)、婦中町(16362)、山田村(16363)、細入村(16364)が合併し、富山市を新設"
"16381","富山県","射水郡","いみずぐん","小杉町","こすぎまち","2005-11-01","射水郡(16380)の廃止
新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設"
"16382","富山県","射水郡","いみずぐん","大門町","だいもんまち","2005-11-01","射水郡(16380)の廃止
新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設"
"16383","富山県","射水郡","いみずぐん","下村","しもむら","2005-11-01","射水郡(16380)の廃止
新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設"
"16384","富山県","射水郡","いみずぐん","大島町","おおしままち","2005-11-01","射水郡(16380)の廃止
新湊市(16203)、小杉町(16381)、大門町(16382)、下村(16383)、大島町(16384)が合併し、射水市(16211)を新設"
"16401","富山県","東礪波郡","ひがしとなみぐん","城端町","じょうはなまち","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16402","富山県","東礪波郡","ひがしとなみぐん","平村","たいらむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16403","富山県","東礪波郡","ひがしとなみぐん","上平村","かみたいらむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16404","富山県","東礪波郡","ひがしとなみぐん","利賀村","とがむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16405","富山県","東礪波郡","ひがしとなみぐん","庄川町","しょうがわまち","2004-11-01","砺波市(16208)、庄川町(16405)が合併し、砺波市を新設"
"16406","富山県","東礪波郡","ひがしとなみぐん","井波町","いなみまち","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16407","富山県","東礪波郡","ひがしとなみぐん","井口村","いのくちむら","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16408","富山県","東礪波郡","ひがしとなみぐん","福野町","ふくのまち","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16421","富山県","西礪波郡","にしとなみぐん","福光町","ふくみつまち","2004-11-01","城端町(16401)、平村(16402)、上平村(16403)、利賀村(16404)、井波町(16406)、井口村(16407)、福野町(16408)、福光町(16421)が合併し、南砺市(16210)を新設
東礪波郡(16400)の廃止"
"16422","富山県","西礪波郡","にしとなみぐん","福岡町","ふくおかまち","2005-11-01","高岡市(16202)、福岡町(16422)が合併し、高岡市を新設
西礪波郡(16420)の廃止"
"17202","石川県","","","七尾市","ななおし","2004-10-01","七尾市(17202)、田鶴浜町(17401)、中島町(17403)、能登島町(17405)が合併し、七尾市を新設"
"17204","石川県","","","輪島市","わじまし","2006-02-01","輪島市(17204)、門前町(17462)が合併し、輪島市を新設"
"17206","石川県","","","加賀市","かがし","2005-10-01","加賀市(17206)、山中町(17301)が合併し、加賀市を新設
江沼郡(17300)の廃止"
"17208","石川県","","","松任市","まっとうし","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17209","石川県","","","かほく市","かほくし","2004-03-01","高松町(17362)、七塚町(17363)、宇ノ気町(17364)が合併し、かほく市(17209)を新設"
"17210","石川県","","","白山市","はくさんし","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17211","石川県","","","能美市","のみし","2005-02-01","根上町(17321)、寺井町(17322)、辰口町(17323)が合併し、能美市(17211)を新設"
"17212","石川県","","","野々市市","ののいちし","2011-11-11","石川郡(17340)の廃止
野々市町(17344)が野々市市(17212)に市制施行"
"17301","石川県","江沼郡","えぬまぐん","山中町","やまなかまち","2005-10-01","加賀市(17206)、山中町(17301)が合併し、加賀市を新設
江沼郡(17300)の廃止"
"17321","石川県","能美郡","のみぐん","根上町","ねあがりまち","2005-02-01","根上町(17321)、寺井町(17322)、辰口町(17323)が合併し、能美市(17211)を新設"
"17322","石川県","能美郡","のみぐん","寺井町","てらいまち","2005-02-01","根上町(17321)、寺井町(17322)、辰口町(17323)が合併し、能美市(17211)を新設"
"17323","石川県","能美郡","のみぐん","辰口町","たつのくちまち","2005-02-01","根上町(17321)、寺井町(17322)、辰口町(17323)が合併し、能美市(17211)を新設"
"17342","石川県","石川郡","いしかわぐん","美川町","みかわまち","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17343","石川県","石川郡","いしかわぐん","鶴来町","つるぎまち","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17344","石川県","石川郡","いしかわぐん","野々市町","ののいちまち","2011-11-11","石川郡(17340)の廃止
野々市町(17344)が野々市市(17212)に市制施行"
"17345","石川県","石川郡","いしかわぐん","河内村","かわちむら","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17346","石川県","石川郡","いしかわぐん","吉野谷村","よしのだにむら","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17347","石川県","石川郡","いしかわぐん","鳥越村","とりごえむら","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17348","石川県","石川郡","いしかわぐん","尾口村","おぐちむら","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17349","石川県","石川郡","いしかわぐん","白峰村","しらみねむら","2005-02-01","松任市(17208)、美川町(17342)、鶴来町(17343)、河内村(17345)、吉野谷村(17346)、鳥越村(17347)、尾口村(17348)、白峰村(17349)が合併し、白山市(17210)を新設"
"17362","石川県","河北郡","かほくぐん","高松町","たかまつまち","2004-03-01","高松町(17362)、七塚町(17363)、宇ノ気町(17364)が合併し、かほく市(17209)を新設"
"17363","石川県","河北郡","かほくぐん","七塚町","ななつかまち","2004-03-01","高松町(17362)、七塚町(17363)、宇ノ気町(17364)が合併し、かほく市(17209)を新設"
"17364","石川県","河北郡","かほくぐん","宇ノ気町","うのけまち","2004-03-01","高松町(17362)、七塚町(17363)、宇ノ気町(17364)が合併し、かほく市(17209)を新設"
"17382","石川県","羽咋郡","はくいぐん","富来町","とぎまち","2005-09-01","富来町(17382)、志賀町(17384)が合併し、志賀町を新設"
"17383","石川県","羽咋郡","はくいぐん","志雄町","しおまち","2005-03-01","志雄町(17383)、押水町(17385)が合併し、宝達志水町(17386)を新設"
"17384","石川県","羽咋郡","はくいぐん","志賀町","しかまち","2005-09-01","富来町(17382)、志賀町(17384)が合併し、志賀町を新設"
"17385","石川県","羽咋郡","はくいぐん","押水町","おしみずまち","2005-03-01","志雄町(17383)、押水町(17385)が合併し、宝達志水町(17386)を新設"
"17386","石川県","羽咋郡","はくいぐん","宝達志水町","ほうだつしみずちょう","2005-03-01","志雄町(17383)、押水町(17385)が合併し、宝達志水町(17386)を新設"
"17401","石川県","鹿島郡","かしまぐん","田鶴浜町","たつるはままち","2004-10-01","七尾市(17202)、田鶴浜町(17401)、中島町(17403)、能登島町(17405)が合併し、七尾市を新設"
"17402","石川県","鹿島郡","かしまぐん","鳥屋町","とりやまち","2005-03-01","鳥屋町(17402)、鹿島町(17404)、鹿西町(17406)が合併し、中能登町(17407)を新設"
"17403","石川県","鹿島郡","かしまぐん","中島町","なかじままち","2004-10-01","七尾市(17202)、田鶴浜町(17401)、中島町(17403)、能登島町(17405)が合併し、七尾市を新設"
"17404","石川県","鹿島郡","かしまぐん","鹿島町","かしままち","2005-03-01","鳥屋町(17402)、鹿島町(17404)、鹿西町(17406)が合併し、中能登町(17407)を新設"
"17405","石川県","鹿島郡","かしまぐん","能登島町","のとじままち","2004-10-01","七尾市(17202)、田鶴浜町(17401)、中島町(17403)、能登島町(17405)が合併し、七尾市を新設"
"17406","石川県","鹿島郡","かしまぐん","鹿西町","ろくせいまち","2005-03-01","鳥屋町(17402)、鹿島町(17404)、鹿西町(17406)が合併し、中能登町(17407)を新設"
